['Salim Görür', ['Salim Görür', 'Salim Görür']]
['National Library of Quebec', ['Bibliothèque et Archives nationales du Québec']]
['Felix Timmermans', ['Felix Timmermans (train)']]
['Daguet', ['Opération Daguet']]
['Centrum, Malmö', ['Centrum, Malmö']]
['Anna Blomberg', ['Anna Blomberg']]
['Kelp Highway Hypothesis', ['Jon M. Erlandson']]
['gradebooks', ['Electronic grade book']]
['Bundesstraße 169', ['Bundesstraße 169']]
['To Helen', ['Poems by Edgar Allan Poe']]
['Khakassia in the Bala Türkvizyon Song Contest', ['Khakassia in the Bala Türkvizyon Song Contest']]
['Nimăiești', ['Nimăiești']]
['Capacitor-input filter', ['Capacitor-input filter']]
['Wang_Jiao_(footballer)', ['Wang_Jiao_(footballer)']]
['Tokkie Kasselman', ['Tokkie Kasselman']]
['New York Broadband LLC', ['New York Broadband LLC']]
['SKG Max-Eyth-See Stuttgart', ['SKG Max-Eyth-See Stuttgart']]
['BMP-1U', ['BMP-1']]
["''English''", ['English (surname)']]
['Ornithine carbamoyltransferase', ['Ornithine carbamoyltransferase']]
['Ellis Davidson, H.R.', ['H. R. Ellis Davidson']]
['Santa Maria de Punilla', ['Santa Maria de Punilla']]
['Thespis; or, The Gods Grown Old', ['Thespis (opera)']]
['Brad Aitken', ['Brad Aitken']]
['HMP Whitemoor', ['HMP Whitemoor']]
['Transacetylase', ['Transacetylase']]
['Muzika xhaz', ['Muzika xhaz']]
['Manuel Álvares Cabral', ['Manuel Álvares Cabral']]
['P. Lugüercio', ['Pablo Lugüercio']]
['Buckeye Hills Recreational Area', ['Buckeye Hills Recreational Area']]
['City auditor', ['Auditor']]
["Disney's The Lion King 1½", ['The Lion King 1½ (video game)']]
['David C. Pierson', ['David C. Pierson']]
['Qumarleb County', ['Qumarleb County']]
['Sasinara', ['Sasinara']]
['Pekalongan Regency', ['Pekalongan Regency']]
['Disneyland Resort Line', ['Disneyland Resort Line (MTR)']]
["Scientology's trademarks", ['List of trademarks owned by the Church of Scientology and its affiliates']]
['John Richard Arthur Conolly', ['John Richard Arthur Conolly']]
['Sally Bochner', ['Sally Bochner']]
['Sorrels Pickard', ['Sorrels Pickard']]
['Florence Farmborough', ['Florence Farmborough']]
['butlerage', ['butlerage']]
['Mesoplodon grayi', ['Mesoplodon grayi']]
['American Ballet Theatre dancers', ['American Ballet Theatre dancers']]
['Luo Xj', ['Luo Xiaojuan']]
['Holiday Inn Lakeview Heliport', ['Holiday Inn Lakeview Heliport']]
['Richard Kambo', ['Richard Kambo']]
['Nannobrachium nigrum', ['Nannobrachium nigrum']]
['Fivehundredninety', ['Fivehundredninety']]
['600 City of London Squadron', ['No. 600 Squadron RAF']]
['Orikal', ['Orikal']]
['Portal:Serials/Did you know/5', ['Portal:Serials/Did you know/5']]
['enchytraeids', ['Enchytraeidae']]
['Buttsū-ji', ['Buttsū-ji']]
['Trinity AME Church', ['National Register of Historic Places listings in Salt Lake City, Utah']]
['working holiday visas', ['Working holiday visa']]
['Dallas Morning News', ['Dallas Morning News']]
['National Chamber of Exporters of Sri Lanka', ['National Chamber of Exporters of Sri Lanka']]
['William Butos', ['William Butos']]
['Konya İdmanyurdu', ['Konya İdman Yurdu']]
['Bruno Kepi', ['Bruno Kepi']]
['Linxiangian', ['Linxiangian']]
['Josh, Master of GameCube', ['Josh, Master of GameCube']]
['CHFA-2-FM', ['CHFA-2-FM']]
['Chis Potter', ['Chris Potter (jazz saxophonist)']]
['Granulina clandestinella', ['Granulina clandestinella']]
['Ruane, Cunniff &amp; Goldfarb', ['Ruane, Cunniff &amp; Goldfarb']]
['King Edward Pedestrian Crossing, Namibia', ['King Edward Pedestrian Crossing, Namibia']]
['Sam Wetzel', ['Sam Wetzel']]
['John Purcell Dickie', ['John Purcell Dickie']]
['absolute neutrophil counts', ['absolute neutrophil count']]
['Hans Holtedahl', ['Hans Holtedahl']]
['Bill Day (cartoonist)', ['Bill Day (cartoonist)']]
['Darryl Zanuck Mountain', ['Darryl Zanuck Mountain']]
['Vicomtesse de Noailles', ['Marie-Laure de Noailles']]
['Seselwa', ['Seselwa language']]
['A Ballad of Sark', ['A Ballad of Sark']]
['Arthur Hay', ['Arthur D. Hay']]
['Desnethé—Missinippi—Churchill River by-election', ['Desnethé—Missinippi—Churchill River by-election, 2008']]
['Megastomia pyramidata', ['Megastomia pyramidata']]
["&quot;Ain't Nothing Like the Real Thing&quot;", ["Ain't Nothing Like the Real Thing"]]
['Norbert_Krief', ['Norbert_Krief']]
['Thousands of marchers', ['Confederación General de Trabajadores del Perú']]
['Whitewater Development Company', ['Whitewater Controversy']]
['first browser war', ['first browser war']]
['Jone language', ['Jone language']]
['4-methyl-2-pentanone', ['4-methyl-2-pentanone']]
['Nuggets, Volume 4', ['Nuggets, Volume 4']]
['United States Christian songs', ['Christian Songs']]
['Brahmadev_Anand_Paswan', ['Brahmadev_Anand_Paswan']]
['Marteinstungukirkja', ['Marteinstungukirkja']]
['Natalia Lesniak', ['Natalia Lesniak']]
['Clifton Steere', ['Clifton Steere']]
['Grob Viking TX1', ['Grob Viking']]
['Sebastian Díaz', ['Sebastian Díaz']]
['Giuseppe Marri', ['Giuseppe Marri']]
['West tytherley', ['West tytherley']]
['Endwar (concrete poet)', ['Endwar (concrete poet)']]
['Zakharovo, Teykovsky District, Ivanovo Oblast', ['Zakharovo, Teykovsky District, Ivanovo Oblast']]
['Avantmèdic Lleida', ['CE Lleida Bàsquet']]
['Courts Security Act', ['Courts Security Act']]
['Hampton Roads Whalers', ['Hampton Roads Whalers']]
['National Assembly of Venezuela', ['National Assembly of Venezuela']]
['lazybeds', ['lazy bed']]
['Kaesong Folk Hotel', ['Kaesong Folk Hotel']]
['Cowleymoor', ['Cowleymoor']]
['choondal', ['choondal']]
['many-sorted structures', ['structure (mathematical logic)']]
['Teayo', ['Teayo, Veracruz']]
['Kepler–Poinsot solids', ['Kepler–Poinsot solid']]
['James Van Cleve', ['James Van Cleve']]
['Secretion assays', ['Secretion assay']]
['2014 FEI World Cup Dressage Final', ['2014 FEI World Cup Dressage Final']]
['fall of one-party rule in 1989', ['Romanian Revolution of 1989']]
['Fatumasin', ['Fatumasin']]
['Pont-Ebbw', ['Pont-Ebbw']]
['Paulraj, Arogyaswami', ['Arogyaswami Paulraj']]
['Chaggaland', ['Chaggaland']]
['The Johnston Land Grant Act', ['The Johnston Land Grant Act']]
['Galium mexicanum', ['Galium mexicanum']]
["Colombia's Foreign relations", ['Foreign relations of Colombia']]
["MV ''Faust''", ['MV Faust']]
['Rannanguhawa', ['Rannanguhawa']]
['EU Navfor', ['EU Navfor']]
['Ballymagee', ['Ballymagee']]
['Pekka Sarmanto', ['Pekka Sarmanto']]
['Mario Ferrari', ['Mario Ferrari', 'Fumble (band)', 'Mario Ferrari']]
['Tunkinsky ridge', ['Tunkinsky ridge']]
['Charles Requa', ['Charles Requa']]
['John H. Mcintosh', ['John H. Mcintosh']]
['Prackenbach', ['Prackenbach']]
['Gardiner Farm', ['Gardiner Farm']]
['Add Features to Windows 8', ['Add Features to Windows 8']]
['Martesia losserensis', ['Martesia losserensis']]
['Touroultia lordi', ['Touroultia lordi']]
['Cosmogia Incorporated', ['Planet Labs']]
['D. subbadia', ['Drosophila subbadia']]
['Jahanpanah', ['Jahanpanah']]
['Jóhann Friðrik Haraldsson', ['Jóhann Friðrik Haraldsson']]
['Ranganata', ['Ranganata']]
['Masoj', ['Masoj']]
['LoudSchool Productions', ['LoudSchool Productions']]
['Lajran Rural District', ['Lajran Rural District']]
['Latkowo, Pomeranian Voivodeship', ['Latkowo, Pomeranian Voivodeship']]
['Alon Pinkas', ['Alon Pinkas']]
['Orbicularis Oculi Muscle', ['Orbicularis_oculi_muscle']]
['Gerry Fiennes', ['Gerry Fiennes']]
['Federal enclave', ['Federal enclave']]
['Rene Bernard', ['Rene Bernard']]
['T. hypomethes', ['Typhlops hypomethes']]
['Björn Margeirsson', ['Björn Margeirsson']]
['the military dictatorship in Brazil', ['Brazilian military government']]
['William Drake, Sr', ['William Drake (1723–1796)']]
['Random graph', ['Random graph']]
['Ikatan Peninsula', ['Ikatan Peninsula']]
['Rajko Mitić Stadium', ['Rajko Mitić Stadium']]
['AT&amp;T Research Labs', ['AT&amp;T Labs']]
['Thermophotovoltaics', ['Thermophotovoltaics']]
['Luzula nivea', ['Luzula nivea']]
['Fujianocaris Taylor, Shen &amp;amp; Schram 1998', ['Fujianocaris Taylor, Shen &amp;amp; Schram 1998']]
['Statue of Isambard Kingdom Brunel', ['Statue of Isambard Kingdom Brunel, Victoria Embankment']]
['direction signs', ['Direction, position, or indication sign']]
["''Let's Talk About Love''", ["Let's Talk About Love (Modern Talking album)"]]
['Toledo Macomber', ['Macomber High School (Toledo, Ohio)']]
['Anna Mae He', ['Anna Mae He', 'Anna Mae He']]
['Henry Ellis Warren', ['Henry Ellis Warren']]
['Howrah Union', ['Howrah Union']]
['Roman theater (Mainz)', ['Roman theater (Mainz)']]
['Mumbai LTT – Bhagalpur SF Express', ['Mumbai LTT – Bhagalpur SF Express']]
['John Moore (MP for Dover)', ['John Moore (MP for Dover)']]
['South Yorkshire Amateur Football League', ['South Yorkshire Amateur Football League']]
['Equestrian statue of Frederick William IV', ['Equestrian statue of Frederick William IV']]
['Vaccaro (surname)', ['Vaccaro (surname)']]
['cementitious materials', ['Concrete']]
['Ryan Scott (footballer)', ['Ryan Scott (footballer)']]
['Kakurenbo Battle Monster Tactics', ['Kakurenbo Battle Monster Tactics']]
['Khalifa Muhammad Ali', ['Khalifa Muhammad Ali']]
['KP Ukraine', ['KP (newspaper)']]
['Rallapalli Anantha Krishna Sharma', ['Rallapalli Anantha Krishna Sharma']]
['Boston Americans (AL)', ['Boston Red Sox']]
['Richard Frederick Holloway', ['Richard Holloway']]
['Los misterios de Laura', ['Los misterios de Laura']]
['Brett Chalmers', ['Brett Chalmers']]
['Sandthorpe', ['Sandthorpe']]
['Myśl Niepodległa', ['Myśl Niepodległa']]
['Rosemont (provincial electoral district)', ['Rosemont (provincial electoral district)']]
['2003 Coca Cola Cup', ['2003 Coca Cola Cup']]
["Futen'ō", ["Futen'ō"]]
['press-ganged', ['Impressment']]
['Tian Rui', ['Tian Rui']]
["''Tillandsia'' 'Coconut Ice'", ['Tillandsia Coconut Ice']]
['Bassendean railway station', ['Bassendean railway station']]
['Junkers EF 019', ['Junkers EF 019']]
['A series of polls', ['United States Senate election in New Hampshire, 2016']]
['Edumarketing', ['Edumarketing']]
['Kepler-191b', ['Kepler-191b']]
['Petasites hybridus', ['Petasites hybridus']]
['Hyphydrus maculiceps', ['Hyphydrus maculiceps']]
['Charlie McCoy', ['Charles Ray McCoy']]
['decemvir stlitibus iudicandis', ['Decemviri']]
['Mount Horeb Area School District', ['Mount Horeb Area School District']]
['Bill Cort', ['William Cort']]
['Mecherathite', ['Mecherathite']]
['Telica_(volcano)', ['Telica_(volcano)']]
['Casey Todd', ['Casey Todd']]
['Rhyssinae', ['Rhyssinae']]
['Rassilon', ['Rassilon']]
['Narkemina', ['Narkemina']]
['Phyllostachys aureosulcata', ['Phyllostachys aureosulcata']]
['Yubikiri (Korean)', ['Yubikiri (Korean)']]
['Schruff', ['Julia Schruff']]
['Vladimir Vladislavsky', ['Vladimir Vladislavsky']]
['List of hospitals in Canada', ['List of hospitals in Canada']]
['A.Lebedzew', ['Alyaksandr Lebedzew']]
['Convents burning in Spain (1931)', ['Convents burning in Spain (1931)']]
['Sergio Jarlaz', ['Sergio Jarlaz']]
['OGC standards', ['Open Geospatial Consortium']]
['BōryokudanHisayuki Machii  \t  Hisayuki Machii', ['Bōryokudan']]
['Frank McLain', ['Frank McLain']]
['Holyrood Pond Provincial Park', ['Holyrood Pond Provincial Park']]
['Cinema Writers Circle Awards, Spain', ['Cinema Writers Circle Awards, Spain']]
['Kodiang', ['Kodiang railway station']]
['Antoine de Penne', ['Antoine de Penne']]
['Sphinta', ['Sphinta']]
['Portsmouth, Va.', ['Portsmouth, Va.']]
['Kelly McCrimmon', ['Kelly McCrimmon']]
['New top-level domain names activated', ['Top-level domain']]
['Tony Genato', ['Tony Genato']]
["memorial dedicated to the ''Titanic''{{'}}s engineers", ["Titanic Engineers' Memorial, Southampton"]]
['Scouts &amp; Brownies', ['Scouting']]
['Medical Alarm', ['Medical alarm']]
['(Invader Zim', ['Invader Zim']]
['Gongora cassidea', ['Gongora cassidea']]
['Bishop Michael Power of Toronto', ['Michael Power (Canadian bishop)']]
['Daliang, Shunde', ['Daliang, Shunde']]
['Pallastica lucifer', ['Pallastica lucifer']]
['record setting passer', ['Texas Tech Red Raiders football statistical leaders']]
['Therates rugifer', ['Therates rugifer']]
['Lomovoye, Tver Oblast', ['Lomovoye, Tver Oblast']]
['Hal houser', ['Hal houser']]
['Eliéser Ambrósio', ['List of Big Brother Brasil 10 housemates']]
['Drušče', ['Drušče, Sevnica']]
['Merritt Wrecking Company', ['Merritt-Chapman &amp; Scott']]
['Philippe, 2me Comte de Ligne', ['Philippe, 2me Comte de Ligne']]
['Rijad Mašović-Riči', ['Rijad Mašović-Riči']]
['Bernardo O´Connor', ['Bernardo O´Connor']]
['Ashland Township, Clarion County, Pennsylvania', ['Ashland Township, Clarion County, Pennsylvania']]
['Temple Row', ['Temple Row']]
['Seasonal', ['Seasonal (basketball team)']]
['low death plane crash article', ['2006 Long Island Sound Plane Crash']]
['REVOLUTION MOTHER', ['REVOLUTION MOTHER']]
['Arthur Adlington Haworth', ['Arthur Adlington Haworth']]
["''The Dark Hour'' (2007 film)", ['The Dark Hour (2007 film)']]
['Slovakia (president)', ['Slovakia presidential election, 2004']]
['Manchenahalli', ['Manchenahalli']]
['Countess consort of Württemberg', ['List of consorts of Württemberg']]
['Tema (Community 7)', ['Tema']]
['Tools and Algorithms for Construction and Analysis of Systems', ['Tools and Algorithms for Construction and Analysis of Systems']]
['E. W. Emo', ['E. W. Emo']]
['597th Bombardment Squadron', ['597th Bombardment Squadron']]
['Holographis', ['Holographis']]
['Liutward', ['Liutward']]
['Governor of Skåne', ['List of governors of Skåne County']]
['Oberndorf am Neckar', ['Oberndorf am Neckar']]
['Beckmann Rearrangement', ['Beckmann Rearrangement']]
['Sunrise on Mercury', ['Sunrise on Mercury']]
['Mancangangi Island', ['Mancangangi Island']]
['PROLI/NO', ['PROLI/NO']]
['Arbailles', ['Arbailles']]
['SMP&lt;br&gt;R18', ['2016 Red Rooster Sydney SuperSprint']]
["Teatro Sant 'Apollinare", ["Teatro Sant 'Apollinare"]]
["King's&amp;nbsp;Lynn", ["King's Lynn F.C."]]
['In the Renaissance', ['History of science in the Renaissance']]
['97.1 FM &quot;The Ticket&quot;', ['WXYT-FM']]
['Lucerna (cattle)', ['Lucerna (cattle)']]
['Farmer at War', ['Farmer at War']]
["''Bonfire''", ['Bonfire (album)']]
['Nelima globulifer', ['Nelima globulifer']]
['Zangasso', ['Zangasso']]
['Lacy Barnes-Mileham', ['Lacy Barnes-Mileham']]
['was also received very well', ['Earthworm Jim 2']]
['tridacna', ['tridacna']]
['1951 European Champs. - Milan', ['1951 European Amateur Boxing Championships']]
['Stal Ostrow Wielkopolski', ['Stal Ostrow Wielkopolski']]
['was marched', ['Death marches (Holocaust)']]
['Gyeonggi Bus', ['Gyeonggi Bus']]
['German submarine U-252', ['German submarine U-252']]
['Active infrared', ['Night vision']]
["piazza d'Azeglio", ["piazza d'Azeglio"]]
['Buranit Rattanawichian', ['Buranit Rattanawichian']]
['Battle between Carmania and Cap Trafalgar', ['Battle between Carmania and Cap Trafalgar']]
['Direct Injection', ['Fuel injection']]
['Jingzhe (film)', ['Jingzhe (film)']]
['Esakiopteryx', ['Esakiopteryx']]
['Ectomomyrmex punctatus', ['Ectomomyrmex punctatus']]
['Airshow China 2008', ['China International Aviation &amp; Aerospace Exhibition']]
['Little Billy Merchant', ['William Alfred Merchant']]
['Embraer EMB 110C Bandeirante', ['Embraer EMB 110C Bandeirante']]
['Messervy', ['Frank Messervy']]
['the Medicare Levy Surcharge', ['Medicare Levy Surcharge']]
['Festival Internacional de Cine de Guadalajara', ['Guadalajara International Film Festival']]
['Northern Wrestling Federation', ['Northern Wrestling Federation']]
['HaSulam', ['HaSulam']]
['Lafourche Parish School Board', ['Lafourche Parish Public Schools']]
['New Cathedral of the Assumption of the Virgin', ['New Cathedral, Salamanca']]
['Quick checkmates', ['Checkmates in the opening']]
['compound duple metre', ['compound duple metre']]
['Werner Pötschke', ['Werner Pötschke']]
["Hazrat Fazl Omar Mojadidi Nurul Mashaw'ikh (aka, Mullah / Hazrat Shore Bazaar)", ["Hazrat Fazl Omar Mojadidi Nurul Mashaw'ikh (aka, Mullah / Hazrat Shore Bazaar)"]]
['Nantlle Vale F.C.', ['Nantlle Vale F.C.']]
["''aša'' (asha) / ''arta''", ['Asha']]
["Nottingham Forest Football Club's", ['Nottingham Forest F.C.']]
['Taras Fiedorenko', ['Taras Fiedorenko']]
['Eyes Closed EP', ['Eyes Closed EP']]
['Alcee Fortier Senior High School', ['Alcee Fortier Senior High School']]
['Eriks Fjord', ['Eriks Fjord']]
['Wu Ruopu', ['Wu Ruopu']]
['Frankenstein_Meets_the_Wolf_Man', ['Frankenstein_Meets_the_Wolf_Man']]
['Round Table conferences', ['Round Table Conferences (India)']]
['cipotes', ['Cipitio']]
['Metro Star', ['Metro Star']]
['Sainte-Hélène-de-&lt;br&gt;Mancebourg', ['Sainte-Hélène-de-Mancebourg, Quebec']]
['Kali Brandagamba', ['Kali Brandagamba']]
['Kremenki, Dalnekonstantinovsky District, Nizhny Novgorod Oblast', ['Kremenki, Dalnekonstantinovsky District, Nizhny Novgorod Oblast']]
['Clare (UK Parliament constituency)', ['Clare (UK Parliament constituency)']]
['Westmeath Senior Football Championships', ['Westmeath Senior Football Championship']]
['brbs', ['brbs people']]
['muqaddam', ['muqaddam']]
['Martin-Baker M.B.1', ['Martin-Baker MB 1']]
['Oombarrmbarum', ['Oombarrmbarum language']]
['Prescott, J. R. V.', ['John Robert Victor Prescott']]
['Chilton County Airport', ['Chilton County Airport']]
['Beigao', ['Beigao']]
['Emirati cuisine', ['Emirati cuisine']]
['1660–1938', ['Barbadian general elections, 1660–1938']]
['Mustafa&amp;nbsp;Kamalak', ['Mustafa&amp;nbsp;Kamalak']]
['VehicleNNN', ['VehicleNNN']]
['non-white player', ['Race and ethnicity in the NBA']]
['Lov Herren', ['Lov Herren']]
['Kita-Koshigaya Station', ['Kita-Koshigaya Station']]
['Massimiliano Rossi', ['Massimiliano Rossi']]
['John Ferguson Sr.', ['John Ferguson Sr.']]
['Maeroa Intermediate', ['Maeroa Intermediate']]
["Tennessee Volunteers women's basketball", ["Tennessee Volunteers women's basketball"]]
['Nakavu', ['Nakavu']]
['vedette cómico', ['Vedette (entertainer)']]
['Eric Wolf', ['Eric Wolf']]
['ClayFighter 63⅓', ['ClayFighter 63⅓']]
['Splore App', ['Splore App']]
['Corvite', ['Corvite']]
['Red Oaks Mill, New York', ['Red Oaks Mill, New York']]
['เทศบาลตำบลท่าช้าง', ['Chakkarat District']]
['Wrath Of The Tyrant', ['Wrath of the Tyrant']]
['Garrha miltopsara', ['Garrha miltopsara']]
["1949 UCI Road World Championships – Men's road race", ["1949 UCI Road World Championships – Men's road race"]]
['Virginia Senate, District 1', ['Virginia Senate, District 1']]
['Crotalaria cobalticola', ['Crotalaria cobalticola']]
['Sidley, Austin, Brown &amp; Wood LLP', ['Sidley Austin']]
['Joachim Blume', ['Joachim Blume']]
['satyriasis', ['Hypersexuality']]
['72.0°W', ['72nd meridian west']]
['Pune Railway Division', ['Pune Railway Division']]
['Honda Group', ['Honda Group']]
['ASTRO-2', ['Spacelab']]
['baccalaureate mass', ['baccalaureate mass']]
['Soai Rạp', ['Soai Rạp']]
['Kunsthalle Wien-Karlsplatz', ['Kunsthalle Wien']]
['Isabella IIas', ['Isabella II of Spain']]
['turbocharged Buick 3.8L V6', ['Buick V6 engine']]
['Mumbai_culture', ['Mumbai_culture']]
['List of parkways and named highways in Kentucky', ['List of parkways and named highways in Kentucky']]
['Hon. Mr Justice Roskill', ['Eustace Roskill, Baron Roskill']]
['Poisoning_the_well', ['Poisoning_the_well']]
['French Bull', ['French Bull']]
['Park Mi-ni', ['Park Mi-ni']]
['Eagris sabadius aldabranus', ['Eagris sabadius']]
['installation program', ['installation program']]
['Keddie, California', ['Keddie, California']]
['phoronid', ['phoronid']]
['Leucania adjuta', ['Leucania adjuta']]
['Dyffryn Ironworks', ['Dyffryn Ironworks']]
['Riau rupiah', ['Riau rupiah']]
['Heca', ['Heca']]
["Airport}}&quot;&gt;'''Airport Line'''&lt;/span&gt;", ['Airport Line (SEPTA)|&lt;span style=&quot;color:']]
['Hirohiko Komata', ['Hirohiko Komata']]
['Charles Bane, Jr.', ['Charles Bane, Jr.']]
['Karl 4', ['Karl 4']]
["Jenico d'Artois", ["Jenico d'Artois", "Jenico d'Artois"]]
['Razally Hussain', ['Razally Hussain']]
['Andrew Feld', ['Andrew Feld']]
['13th United States Congresses', ['13th United States Congress']]
['Big Oyster', ['Taree, New South Wales']]
['Alison Brigden', ['Alison Brigden']]
['Mbakogu', ['Jerry Mbakogu']]
['Kleeco (game)', ['Kleeco (game)']]
['Virginia Wildlife', ['Virginia Wildlife']]
['Indonesia 2013', ['2013 Islamic Solidarity Games']]
['National Agricultural Institute of Tunisia', ['National Agricultural Institute of Tunisia']]
['List of cities in the Falkland Islands', ['List of cities in the Falkland Islands']]
['Saeed Tito', ['Saeed Tito']]
['Musa Valley', ['Musa Valley']]
['Klaineanthus', ['Klaineanthus']]
['Wayne &quot;Lotek&quot; Bennett', ['Wayne &quot;Lotek&quot; Bennett']]
['Хенриета Тодорова', ['Хенриета Тодорова']]
['Slowmotion Apocalypse', ['Slowmotion Apocalypse']]
['Padiwarada', ['Padiwarada']]
['Russian competition law', ['Russian competition law']]
["'''Zezhou&lt;br&gt;County'''", ['Zezhou County']]
['Weil Technology Institute', ['Weil Technology Institute']]
['Fujimi Tamura', ['Fujimi Tamura']]
['Show!_Music_Core', ['Show!_Music_Core']]
['Cossypha isabellae', ['Cossypha isabellae']]
['Spencer Smith (musician)', ['Spencer Smith (musician)']]
['Copper coinage', ['Japanese currency']]
['Grigori Mikhalyuk', ['Grigori Mikhalyuk']]
['navigational rally', ['navigational rally']]
['Amblydactylus', ['Amblydactylus']]
['Sir James Kitson', ['James Kitson, 1st Baron Airedale']]
['Newfoundland Screech', ['Newfoundland Screech']]
['Haili Church Choir', ['Haili Church Choir']]
['SS Deutschland (1900)', ['SS Deutschland (1900)']]
['James Barker (Royal Navy)', ['James Barker (Royal Navy)']]
['Uniform Service Diver Insignia (United States)', ['Uniform Service Diver Insignia (United States)']]
['Mignon è partita', ['Mignon è partita']]
['Salvia hirsuta', ['Salvia hirsuta']]
['Macroglossum ungues', ['Macroglossum ungues']]
['Svangaskard Stadium', ['Svangaskard Stadium']]
['Russia iron', ['Russia iron']]
['Data Amulet', ['Data Amulet']]
['Communist Correspondence Committee', ['Communist Correspondence Committee']]
['Ensomhed Bay', ['Ensomhed Bay']]
['Sarah Woolgar', ['Sarah Woolgar']]
['Hero Ba-Ban', ['Hero Ba-Ban']]
['45P', ['Progress M-13M']]
['Tera Intezaar', ['Tera Intezaar']]
['GLUCK, LE CHEVALIER DE CHRISTOPHER', ['Christoph Willibald Gluck']]
['Großer Seekopf', ['Großer Seekopf']]
['Okinawa–2nd', ['Okinawa 2nd district']]
['Enga Ooru Maappilai', ['Enga Ooru Maappilai']]
['l.t.', ['l.t.']]
['House of Rossetti', ['House of Rosetti (Rossetti)']]
['Free market economics', ['Free market economics']]
['Samoa sevens team', ['Samoa national rugby sevens team']]
['Pickle Bridge Line', ['Pickle Bridge Line']]
['Mikšová Hydro Power Plant', ['Mikšová Hydro Power Plant']]
['Gary Huckwell', ['Gary Huckwell']]
['EWP', ['East West Players']]
['Hermelindo Ruiz Mestre', ['List of composers for the classical guitar (nationality)']]
['The Old City of Jerusalem', ['Old City (Jerusalem)']]
['21st Lambda Literary Awards', ['21st Lambda Literary Awards']]
['NEStron', ['NEStron']]
['9-inch 12-ton', ['RML 9 inch 12 ton gun']]
['Malay peoples', ['Malay peoples']]
['Rafael Tibau', ['Rafael Tibau']]
['Mississippi routes 57', ['Mississippi Highway 57']]
['Customs and Excise Amendment Act, 1996', ['Customs and Excise Amendment Act, 1996']]
['Reach the Rock', ['Reach the Rock']]
['Timeline_of_cosmology', ['Timeline_of_cosmology']]
['Lophocosma nigrilinea', ['Lophocosma nigrilinea']]
['Asperula pubescens', ['Asperula pubescens']]
['Russian submarine K-336', ['Russian submarine K-336']]
['J. P. McFadden', ['J. P. McFadden']]
['Rome Braves', ['Rome Braves']]
['Fujimizaka', ['Fujimizaka']]
['Aigburth railway station', ['Aigburth railway station']]
['La Punta, San Luis', ['La Punta, San Luis']]
['Dave Specter', ['Dave Specter']]
